DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
5/18/20 13:15,4135001,HmiyD2TTLFNqkNe,27.12,43.86,0.72
5/18/20 13:30,4135001,HmiyD2TTLFNqkNe,27.37,49.59,0.81
5/18/20 13:45,4135001,HmiyD2TTLFNqkNe,27.86,52.85,0.97
5/18/20 14:00,4135001,HmiyD2TTLFNqkNe,28.37,53.94,0.72
5/18/20 14:15,4135001,HmiyD2TTLFNqkNe,27.72,42.52,0.34
5/18/20 14:30,4135001,HmiyD2TTLFNqkNe,27.39,39.45,0.45
5/18/20 14:45,4135001,HmiyD2TTLFNqkNe,27.22,38.82,0.44
5/18/20 15:00,4135001,HmiyD2TTLFNqkNe,27.29,41.95,0.55
5/18/20 15:15,4135001,HmiyD2TTLFNqkNe,27.23,42.82,0.56
5/18/20 15:30,4135001,HmiyD2TTLFNqkNe,27.57,43.82,0.53
5/18/20 15:45,4135001,HmiyD2TTLFNqkNe,27.81,43.05,0.50
5/18/20 16:00,4135001,HmiyD2TTLFNqkNe,27.82,40.75,0.41
5/18/20 16:15,4135001,HmiyD2TTLFNqkNe,27.48,37.63,0.30
5/18/20 16:30,4135001,HmiyD2TTLFNqkNe,27.23,34.63,0.26
5/18/20 16:45,4135001,HmiyD2TTLFNqkNe,27.05,32.78,0.20
5/18/20 17:00,4135001,HmiyD2TTLFNqkNe,26.62,30.85,0.15
5/18/20 17:15,4135001,HmiyD2TTLFNqkNe,26.43,29.21,0.11
5/18/20 17:30,4135001,HmiyD2TTLFNqkNe,26.12,27.81,0.08
5/18/20 17:45,4135001,HmiyD2TTLFNqkNe,25.67,26.49,0.05
5/18/20 18:00,4135001,HmiyD2TTLFNqkNe,25.25,25.35,0.03
5/18/20 18:15,4135001,HmiyD2TTLFNqkNe,24.97,24.41,0.01
5/18/20 18:30,4135001,HmiyD2TTLFNqkNe,24.75,23.72,0.00
5/18/20 18:45,4135001,HmiyD2TTLFNqkNe,24.63,23.32,0.00
5/18/20 19:00,4135001,HmiyD2TTLFNqkNe,24.54,23.19,0.00
5/18/20 19:15,4135001,HmiyD2TTLFNqkNe,24.50,23.10,0.00
5/18/20 19:30,4135001,HmiyD2TTLFNqkNe,24.47,23.03,0.00
5/18/20 19:45,4135001,HmiyD2TTLFNqkNe,24.41,23.00,0.00
5/18/20 20:00,4135001,HmiyD2TTLFNqkNe,24.34,22.61,0.00
5/18/20 20:15,4135001,HmiyD2TTLFNqkNe,24.17,21.93,0.00
5/18/20 20:30,4135001,HmiyD2TTLFNqkNe,24.05,21.94,0.00
5/18/20 20:45,4135001,HmiyD2TTLFNqkNe,23.90,21.73,0.00
5/18/20 21:00,4135001,HmiyD2TTLFNqkNe,23.73,21.56,0.00
5/18/20 21:15,4135001,HmiyD2TTLFNqkNe,23.63,21.53,0.00
5/18/20 21:30,4135001,HmiyD2TTLFNqkNe,23.64,21.50,0.00
5/18/20 21:45,4135001,HmiyD2TTLFNqkNe,23.30,21.16,0.00
5/18/20 22:00,4135001,HmiyD2TTLFNqkNe,23.09,20.91,0.00
5/18/20 22:15,4135001,HmiyD2TTLFNqkNe,22.91,20.76,0.00
5/18/20 22:30,4135001,HmiyD2TTLFNqkNe,22.85,20.73,0.00
5/18/20 22:45,4135001,HmiyD2TTLFNqkNe,22.82,20.73,0.00
5/18/20 23:00,4135001,HmiyD2TTLFNqkNe,22.79,20.87,0.00
5/18/20 23:15,4135001,HmiyD2TTLFNqkNe,22.86,21.09,0.00
5/18/20 23:30,4135001,HmiyD2TTLFNqkNe,22.75,20.82,0.00
5/18/20 23:45,4135001,HmiyD2TTLFNqkNe,22.62,20.64,0.00
5/19/20 0:00,4135001,HmiyD2TTLFNqkNe,22.61,20.61,0.00
5/19/20 0:15,4135001,HmiyD2TTLFNqkNe,22.55,20.53,0.00
5/19/20 0:30,4135001,HmiyD2TTLFNqkNe,22.55,20.49,0.00
5/19/20 0:45,4135001,HmiyD2TTLFNqkNe,22.57,20.48,0.00
5/19/20 1:00,4135001,HmiyD2TTLFNqkNe,22.63,20.59,0.00
5/19/20 1:15,4135001,HmiyD2TTLFNqkNe,22.60,20.63,0.00
5/19/20 1:30,4135001,HmiyD2TTLFNqkNe,22.59,20.70,0.00
5/19/20 1:45,4135001,HmiyD2TTLFNqkNe,22.70,20.73,0.00
5/19/20 2:00,4135001,HmiyD2TTLFNqkNe,22.76,20.75,0.00
5/19/20 2:15,4135001,HmiyD2TTLFNqkNe,22.81,20.77,0.00
5/19/20 2:30,4135001,HmiyD2TTLFNqkNe,22.88,20.81,0.00
5/19/20 2:45,4135001,HmiyD2TTLFNqkNe,22.93,20.85,0.00
5/19/20 3:00,4135001,HmiyD2TTLFNqkNe,22.95,20.84,0.00
5/19/20 3:15,4135001,HmiyD2TTLFNqkNe,23.00,20.79,0.00
5/19/20 3:30,4135001,HmiyD2TTLFNqkNe,23.05,20.81,0.00
5/19/20 3:45,4135001,HmiyD2TTLFNqkNe,23.07,20.81,0.00
5/19/20 4:00,4135001,HmiyD2TTLFNqkNe,23.08,20.77,0.00
5/19/20 4:15,4135001,HmiyD2TTLFNqkNe,23.19,20.85,0.00
5/19/20 4:30,4135001,HmiyD2TTLFNqkNe,23.22,20.88,0.00
5/19/20 4:45,4135001,HmiyD2TTLFNqkNe,23.27,20.98,0.00
5/19/20 5:00,4135001,HmiyD2TTLFNqkNe,23.35,21.25,0.00
5/19/20 5:15,4135001,HmiyD2TTLFNqkNe,23.34,21.22,0.00
5/19/20 5:30,4135001,HmiyD2TTLFNqkNe,23.19,20.93,0.00
5/19/20 5:45,4135001,HmiyD2TTLFNqkNe,23.15,21.20,0.00
5/19/20 6:00,4135001,HmiyD2TTLFNqkNe,23.28,21.92,0.00
5/19/20 6:15,4135001,HmiyD2TTLFNqkNe,23.34,22.34,0.01
5/19/20 6:30,4135001,HmiyD2TTLFNqkNe,23.43,22.55,0.01
5/19/20 6:45,4135001,HmiyD2TTLFNqkNe,23.59,22.97,0.05
5/19/20 7:00,4135001,HmiyD2TTLFNqkNe,24.03,24.98,0.17
5/19/20 7:15,4135001,HmiyD2TTLFNqkNe,24.51,27.03,0.19
5/19/20 7:30,4135001,HmiyD2TTLFNqkNe,24.81,29.58,0.19
5/19/20 7:45,4135001,HmiyD2TTLFNqkNe,25.05,31.11,0.24
5/19/20 8:00,4135001,HmiyD2TTLFNqkNe,25.18,30.78,0.13
5/19/20 8:15,4135001,HmiyD2TTLFNqkNe,25.19,30.11,0.19
5/19/20 8:30,4135001,HmiyD2TTLFNqkNe,25.62,33.97,0.30
5/19/20 8:45,4135001,HmiyD2TTLFNqkNe,25.79,34.82,0.27
5/19/20 9:00,4135001,HmiyD2TTLFNqkNe,26.12,36.86,0.39
5/19/20 9:15,4135001,HmiyD2TTLFNqkNe,26.50,39.64,0.42
5/19/20 9:30,4135001,HmiyD2TTLFNqkNe,27.32,45.74,0.65
5/19/20 9:45,4135001,HmiyD2TTLFNqkNe,27.52,46.13,0.53
5/19/20 10:00,4135001,HmiyD2TTLFNqkNe,27.61,43.15,0.49
5/19/20 10:15,4135001,HmiyD2TTLFNqkNe,27.71,43.05,0.59
5/19/20 10:30,4135001,HmiyD2TTLFNqkNe,27.89,44.40,0.51
5/19/20 10:45,4135001,HmiyD2TTLFNqkNe,27.82,43.86,0.60
5/19/20 11:00,4135001,HmiyD2TTLFNqkNe,28.20,48.01,0.81
5/19/20 11:15,4135001,HmiyD2TTLFNqkNe,28.48,47.69,0.50
5/19/20 11:30,4135001,HmiyD2TTLFNqkNe,28.08,40.73,0.28
5/19/20 12:30,4135001,HmiyD2TTLFNqkNe,29.64,49.08,0.74
5/19/20 12:45,4135001,HmiyD2TTLFNqkNe,29.95,51.41,0.84
5/19/20 13:00,4135001,HmiyD2TTLFNqkNe,30.11,51.85,0.70
5/19/20 13:15,4135001,HmiyD2TTLFNqkNe,29.91,49.46,0.55
5/19/20 13:30,4135001,HmiyD2TTLFNqkNe,29.60,44.51,0.53
5/19/20 13:45,4135001,HmiyD2TTLFNqkNe,29.99,48.14,0.72
5/19/20 14:00,4135001,HmiyD2TTLFNqkNe,29.91,49.19,0.64
5/19/20 14:15,4135001,HmiyD2TTLFNqkNe,30.11,49.46,0.68
5/19/20 14:30,4135001,HmiyD2TTLFNqkNe,30.30,50.36,0.73
5/19/20 14:45,4135001,HmiyD2TTLFNqkNe,30.37,50.10,0.70
5/19/20 15:00,4135001,HmiyD2TTLFNqkNe,30.22,46.66,0.53
5/19/20 15:15,4135001,HmiyD2TTLFNqkNe,30.04,43.32,0.43
5/19/20 15:30,4135001,HmiyD2TTLFNqkNe,29.79,40.90,0.45
5/19/20 15:45,4135001,HmiyD2TTLFNqkNe,29.76,40.83,0.38
5/19/20 16:00,4135001,HmiyD2TTLFNqkNe,29.77,40.70,0.46
5/19/20 16:15,4135001,HmiyD2TTLFNqkNe,29.91,41.19,0.39
5/19/20 16:30,4135001,HmiyD2TTLFNqkNe,29.66,39.18,0.33
5/19/20 16:45,4135001,HmiyD2TTLFNqkNe,29.37,36.96,0.26
5/19/20 17:00,4135001,HmiyD2TTLFNqkNe,29.10,34.45,0.19
5/19/20 17:15,4135001,HmiyD2TTLFNqkNe,28.60,31.82,0.13
5/19/20 17:30,4135001,HmiyD2TTLFNqkNe,28.11,29.98,0.09
5/19/20 17:45,4135001,HmiyD2TTLFNqkNe,27.65,28.55,0.04
5/19/20 18:00,4135001,HmiyD2TTLFNqkNe,25.05,25.43,0.00
5/19/20 18:15,4135001,HmiyD2TTLFNqkNe,23.20,22.07,0.00
5/19/20 18:30,4135001,HmiyD2TTLFNqkNe,22.54,20.74,0.00
5/19/20 18:45,4135001,HmiyD2TTLFNqkNe,22.48,20.74,0.00
5/19/20 19:00,4135001,HmiyD2TTLFNqkNe,22.45,20.75,0.00
5/19/20 19:15,4135001,HmiyD2TTLFNqkNe,22.51,20.69,0.00
5/19/20 19:30,4135001,HmiyD2TTLFNqkNe,22.55,20.47,0.00
5/19/20 19:45,4135001,HmiyD2TTLFNqkNe,22.49,20.33,0.00
5/19/20 20:00,4135001,HmiyD2TTLFNqkNe,22.39,20.06,0.00
5/19/20 20:15,4135001,HmiyD2TTLFNqkNe,22.86,20.23,0.00
5/19/20 20:30,4135001,HmiyD2TTLFNqkNe,23.40,20.62,0.00
5/19/20 20:45,4135001,HmiyD2TTLFNqkNe,23.87,21.10,0.00
5/19/20 21:00,4135001,HmiyD2TTLFNqkNe,24.02,21.45,0.00
5/19/20 21:15,4135001,HmiyD2TTLFNqkNe,24.00,21.46,0.00
5/19/20 21:30,4135001,HmiyD2TTLFNqkNe,23.94,21.39,0.00
5/19/20 21:45,4135001,HmiyD2TTLFNqkNe,23.82,21.25,0.00
5/19/20 22:00,4135001,HmiyD2TTLFNqkNe,23.67,21.18,0.00
5/19/20 22:15,4135001,HmiyD2TTLFNqkNe,23.70,21.56,0.00
5/19/20 22:30,4135001,HmiyD2TTLFNqkNe,23.56,21.32,0.00
5/19/20 22:45,4135001,HmiyD2TTLFNqkNe,23.39,21.11,0.00
5/19/20 23:00,4135001,HmiyD2TTLFNqkNe,23.23,20.72,0.00
5/19/20 23:15,4135001,HmiyD2TTLFNqkNe,22.92,20.37,0.00
5/19/20 23:30,4135001,HmiyD2TTLFNqkNe,22.79,20.33,0.00
5/19/20 23:45,4135001,HmiyD2TTLFNqkNe,22.64,20.30,0.00
5/20/20 0:00,4135001,HmiyD2TTLFNqkNe,22.47,20.11,0.00
5/20/20 0:15,4135001,HmiyD2TTLFNqkNe,22.26,20.11,0.00
5/20/20 0:30,4135001,HmiyD2TTLFNqkNe,22.22,20.21,0.00
5/20/20 0:45,4135001,HmiyD2TTLFNqkNe,22.22,20.01,0.00
5/20/20 1:00,4135001,HmiyD2TTLFNqkNe,22.19,20.04,0.00
5/20/20 1:15,4135001,HmiyD2TTLFNqkNe,22.18,20.00,0.00
5/20/20 1:30,4135001,HmiyD2TTLFNqkNe,22.12,19.72,0.00
5/20/20 1:45,4135001,HmiyD2TTLFNqkNe,22.16,19.80,0.00
5/20/20 2:00,4135001,HmiyD2TTLFNqkNe,22.18,19.73,0.00
5/20/20 2:15,4135001,HmiyD2TTLFNqkNe,21.97,19.44,0.00
5/20/20 2:30,4135001,HmiyD2TTLFNqkNe,21.96,19.38,0.00
5/20/20 2:45,4135001,HmiyD2TTLFNqkNe,21.94,19.30,0.00
5/20/20 3:00,4135001,HmiyD2TTLFNqkNe,21.92,19.33,0.00
5/20/20 3:15,4135001,HmiyD2TTLFNqkNe,22.01,19.46,0.00
5/20/20 3:30,4135001,HmiyD2TTLFNqkNe,22.01,19.52,0.00
5/20/20 3:45,4135001,HmiyD2TTLFNqkNe,22.11,19.50,0.00
5/20/20 4:00,4135001,HmiyD2TTLFNqkNe,22.13,19.52,0.00
5/20/20 4:15,4135001,HmiyD2TTLFNqkNe,22.16,19.55,0.00
5/20/20 4:30,4135001,HmiyD2TTLFNqkNe,22.12,19.46,0.00
5/20/20 4:45,4135001,HmiyD2TTLFNqkNe,22.08,19.35,0.00
5/20/20 5:00,4135001,HmiyD2TTLFNqkNe,21.99,19.17,0.00
5/20/20 5:15,4135001,HmiyD2TTLFNqkNe,22.01,19.15,0.00
5/20/20 5:30,4135001,HmiyD2TTLFNqkNe,21.88,18.82,0.00
5/20/20 5:45,4135001,HmiyD2TTLFNqkNe,21.51,18.49,0.00
5/20/20 6:00,4135001,HmiyD2TTLFNqkNe,21.35,18.81,0.01
5/20/20 6:15,4135001,HmiyD2TTLFNqkNe,21.71,19.54,0.03
5/20/20 6:30,4135001,HmiyD2TTLFNqkNe,22.00,20.09,0.05
5/20/20 6:45,4135001,HmiyD2TTLFNqkNe,22.16,20.62,0.07
5/20/20 7:00,4135001,HmiyD2TTLFNqkNe,22.50,21.74,0.13
5/20/20 7:15,4135001,HmiyD2TTLFNqkNe,22.94,23.90,0.20
5/20/20 7:30,4135001,HmiyD2TTLFNqkNe,23.43,26.33,0.26
5/20/20 7:45,4135001,HmiyD2TTLFNqkNe,23.92,28.77,0.33
5/20/20 8:00,4135001,HmiyD2TTLFNqkNe,24.47,31.94,0.39
5/20/20 8:15,4135001,HmiyD2TTLFNqkNe,25.12,35.99,0.44
5/20/20 8:30,4135001,HmiyD2TTLFNqkNe,25.56,38.25,0.50
5/20/20 8:45,4135001,HmiyD2TTLFNqkNe,26.21,40.40,0.51
5/20/20 9:00,4135001,HmiyD2TTLFNqkNe,26.47,41.66,0.58
5/20/20 9:15,4135001,HmiyD2TTLFNqkNe,26.92,43.72,0.61
5/20/20 9:30,4135001,HmiyD2TTLFNqkNe,27.20,44.11,0.64
5/20/20 9:45,4135001,HmiyD2TTLFNqkNe,27.84,46.54,0.70
5/20/20 10:00,4135001,HmiyD2TTLFNqkNe,28.08,48.34,0.75
5/20/20 10:15,4135001,HmiyD2TTLFNqkNe,28.28,49.19,0.81
5/20/20 10:30,4135001,HmiyD2TTLFNqkNe,28.75,51.55,0.81
5/20/20 10:45,4135001,HmiyD2TTLFNqkNe,28.99,51.48,0.81
5/20/20 11:00,4135001,HmiyD2TTLFNqkNe,29.32,52.13,0.85
5/20/20 11:15,4135001,HmiyD2TTLFNqkNe,29.74,53.65,0.90
5/20/20 11:30,4135001,HmiyD2TTLFNqkNe,29.88,54.35,0.94
5/20/20 11:45,4135001,HmiyD2TTLFNqkNe,30.19,56.65,0.91
5/20/20 12:00,4135001,HmiyD2TTLFNqkNe,30.52,56.80,0.97
5/20/20 12:15,4135001,HmiyD2TTLFNqkNe,30.93,58.70,0.98
5/20/20 12:30,4135001,HmiyD2TTLFNqkNe,31.30,59.37,0.97
5/20/20 12:45,4135001,HmiyD2TTLFNqkNe,31.34,58.69,0.97
5/20/20 13:00,4135001,HmiyD2TTLFNqkNe,31.39,56.83,0.90
5/20/20 13:15,4135001,HmiyD2TTLFNqkNe,31.53,56.28,0.90
5/20/20 17:30,4135001,HmiyD2TTLFNqkNe,29.31,31.84,0.14
5/20/20 17:45,4135001,HmiyD2TTLFNqkNe,28.99,31.09,0.11
5/20/20 18:00,4135001,HmiyD2TTLFNqkNe,28.52,29.69,0.06
5/20/20 18:15,4135001,HmiyD2TTLFNqkNe,27.97,27.49,0.03
5/20/20 18:30,4135001,HmiyD2TTLFNqkNe,27.51,25.83,0.00
5/20/20 18:45,4135001,HmiyD2TTLFNqkNe,27.11,24.69,0.00
5/20/20 19:00,4135001,HmiyD2TTLFNqkNe,26.72,24.05,0.00
5/20/20 19:15,4135001,HmiyD2TTLFNqkNe,26.32,23.77,0.00
5/20/20 19:30,4135001,HmiyD2TTLFNqkNe,26.06,23.38,0.00
5/20/20 19:45,4135001,HmiyD2TTLFNqkNe,25.84,23.01,0.00
5/20/20 20:00,4135001,HmiyD2TTLFNqkNe,25.68,22.69,0.00
5/20/20 20:15,4135001,HmiyD2TTLFNqkNe,25.52,22.43,0.00
5/20/20 20:30,4135001,HmiyD2TTLFNqkNe,25.28,22.44,0.00
5/20/20 20:45,4135001,HmiyD2TTLFNqkNe,25.10,22.32,0.00
5/20/20 21:00,4135001,HmiyD2TTLFNqkNe,24.92,22.04,0.00
5/20/20 21:15,4135001,HmiyD2TTLFNqkNe,24.82,22.01,0.00
5/20/20 21:30,4135001,HmiyD2TTLFNqkNe,24.70,21.88,0.00
5/20/20 21:45,4135001,HmiyD2TTLFNqkNe,24.50,21.57,0.00
5/20/20 22:00,4135001,HmiyD2TTLFNqkNe,24.38,21.52,0.00
5/20/20 22:15,4135001,HmiyD2TTLFNqkNe,24.24,21.52,0.00
5/20/20 22:30,4135001,HmiyD2TTLFNqkNe,24.15,21.46,0.00
5/20/20 22:45,4135001,HmiyD2TTLFNqkNe,24.00,21.27,0.00
5/20/20 23:00,4135001,HmiyD2TTLFNqkNe,23.83,21.02,0.00
5/20/20 23:15,4135001,HmiyD2TTLFNqkNe,23.70,20.79,0.00
5/20/20 23:30,4135001,HmiyD2TTLFNqkNe,23.59,20.57,0.00
5/20/20 23:45,4135001,HmiyD2TTLFNqkNe,23.57,20.62,0.00
5/21/20 0:00,4135001,HmiyD2TTLFNqkNe,23.50,20.58,0.00
5/21/20 0:15,4135001,HmiyD2TTLFNqkNe,23.23,20.23,0.00
5/21/20 0:30,4135001,HmiyD2TTLFNqkNe,23.20,20.18,0.00
5/21/20 7:45,4135001,HmiyD2TTLFNqkNe,23.53,30.40,0.32
5/21/20 8:00,4135001,HmiyD2TTLFNqkNe,23.97,33.12,0.36
5/21/20 8:15,4135001,HmiyD2TTLFNqkNe,24.45,36.01,0.40
5/21/20 8:30,4135001,HmiyD2TTLFNqkNe,25.06,39.49,0.45
5/21/20 8:45,4135001,HmiyD2TTLFNqkNe,25.48,42.19,0.56
5/21/20 9:00,4135001,HmiyD2TTLFNqkNe,26.19,45.97,0.63
5/21/20 9:15,4135001,HmiyD2TTLFNqkNe,26.82,48.75,0.68
5/21/20 9:30,4135001,HmiyD2TTLFNqkNe,27.49,49.73,0.73
5/21/20 9:45,4135001,HmiyD2TTLFNqkNe,27.69,51.03,0.77
5/21/20 10:00,4135001,HmiyD2TTLFNqkNe,28.21,53.52,0.70
5/21/20 10:15,4135001,HmiyD2TTLFNqkNe,28.13,46.87,0.50
5/21/20 10:30,4135001,HmiyD2TTLFNqkNe,28.66,51.68,0.82
5/21/20 10:45,4135001,HmiyD2TTLFNqkNe,28.85,51.80,0.75
5/21/20 11:00,4135001,HmiyD2TTLFNqkNe,29.21,53.29,0.72
5/21/20 11:15,4135001,HmiyD2TTLFNqkNe,29.60,56.44,1.04
5/21/20 11:30,4135001,HmiyD2TTLFNqkNe,30.13,61.46,1.03
5/21/20 11:45,4135001,HmiyD2TTLFNqkNe,30.49,60.05,0.89
5/21/20 12:00,4135001,HmiyD2TTLFNqkNe,30.68,57.42,0.89
5/21/20 12:15,4135001,HmiyD2TTLFNqkNe,30.80,58.65,0.89
5/21/20 12:30,4135001,HmiyD2TTLFNqkNe,30.55,50.88,0.58
5/21/20 12:45,4135001,HmiyD2TTLFNqkNe,30.86,51.89,0.75
5/21/20 13:00,4135001,HmiyD2TTLFNqkNe,31.39,54.49,0.80
5/21/20 13:15,4135001,HmiyD2TTLFNqkNe,31.35,55.91,0.96
5/21/20 13:30,4135001,HmiyD2TTLFNqkNe,31.72,57.43,0.78
5/21/20 13:45,4135001,HmiyD2TTLFNqkNe,31.69,55.70,0.86
5/21/20 14:00,4135001,HmiyD2TTLFNqkNe,32.05,56.43,0.74
5/21/20 14:15,4135001,HmiyD2TTLFNqkNe,31.87,50.85,0.63
5/21/20 14:30,4135001,HmiyD2TTLFNqkNe,31.82,47.85,0.46
5/21/20 14:45,4135001,HmiyD2TTLFNqkNe,31.72,46.18,0.61
5/21/20 15:00,4135001,HmiyD2TTLFNqkNe,32.33,52.99,0.74
5/21/20 15:15,4135001,HmiyD2TTLFNqkNe,31.93,46.44,0.36
5/21/20 15:30,4135001,HmiyD2TTLFNqkNe,32.07,46.25,0.56
5/21/20 15:45,4135001,HmiyD2TTLFNqkNe,32.15,45.15,0.37
5/21/20 16:00,4135001,HmiyD2TTLFNqkNe,31.60,40.34,0.27
5/21/20 16:15,4135001,HmiyD2TTLFNqkNe,31.03,37.63,0.24
5/21/20 16:30,4135001,HmiyD2TTLFNqkNe,30.71,37.02,0.30
5/21/20 16:45,4135001,HmiyD2TTLFNqkNe,30.44,36.40,0.17
5/21/20 17:00,4135001,HmiyD2TTLFNqkNe,29.90,31.91,0.07
5/21/20 17:15,4135001,HmiyD2TTLFNqkNe,29.53,29.72,0.05
5/21/20 17:30,4135001,HmiyD2TTLFNqkNe,29.04,28.57,0.04
5/21/20 17:45,4135001,HmiyD2TTLFNqkNe,28.66,27.83,0.03
5/21/20 18:00,4135001,HmiyD2TTLFNqkNe,27.73,26.89,0.02
5/21/20 18:15,4135001,HmiyD2TTLFNqkNe,27.69,26.27,0.01
5/21/20 18:30,4135001,HmiyD2TTLFNqkNe,27.58,25.85,0.00
5/21/20 18:45,4135001,HmiyD2TTLFNqkNe,27.20,25.20,0.00
5/21/20 19:00,4135001,HmiyD2TTLFNqkNe,26.85,24.63,0.00
5/21/20 19:15,4135001,HmiyD2TTLFNqkNe,26.46,24.16,0.00
5/21/20 19:30,4135001,HmiyD2TTLFNqkNe,26.02,23.83,0.00
5/21/20 19:45,4135001,HmiyD2TTLFNqkNe,25.77,23.48,0.00
5/21/20 20:00,4135001,HmiyD2TTLFNqkNe,25.59,23.29,0.00
5/21/20 20:15,4135001,HmiyD2TTLFNqkNe,25.36,23.09,0.00
5/21/20 20:30,4135001,HmiyD2TTLFNqkNe,25.10,22.88,0.00
5/21/20 20:45,4135001,HmiyD2TTLFNqkNe,24.87,22.62,0.00
5/21/20 21:00,4135001,HmiyD2TTLFNqkNe,24.68,22.34,0.00
5/21/20 21:15,4135001,HmiyD2TTLFNqkNe,24.48,22.17,0.00
5/21/20 21:30,4135001,HmiyD2TTLFNqkNe,24.41,22.10,0.00
5/21/20 21:45,4135001,HmiyD2TTLFNqkNe,24.37,22.04,0.00
5/21/20 22:00,4135001,HmiyD2TTLFNqkNe,24.26,21.82,0.00
5/21/20 22:15,4135001,HmiyD2TTLFNqkNe,24.20,21.67,0.00
5/21/20 22:30,4135001,HmiyD2TTLFNqkNe,24.09,21.49,0.00
5/21/20 22:45,4135001,HmiyD2TTLFNqkNe,24.00,21.37,0.00
5/21/20 23:00,4135001,HmiyD2TTLFNqkNe,23.98,21.30,0.00
5/21/20 23:15,4135001,HmiyD2TTLFNqkNe,23.92,21.20,0.00
5/21/20 23:30,4135001,HmiyD2TTLFNqkNe,23.89,21.13,0.00
5/21/20 23:45,4135001,HmiyD2TTLFNqkNe,23.86,21.16,0.00
5/22/20 0:00,4135001,HmiyD2TTLFNqkNe,23.76,21.24,0.00
5/22/20 0:15,4135001,HmiyD2TTLFNqkNe,23.68,21.19,0.00
5/22/20 0:30,4135001,HmiyD2TTLFNqkNe,23.59,21.20,0.00
5/22/20 0:45,4135001,HmiyD2TTLFNqkNe,23.48,21.24,0.00
5/22/20 1:00,4135001,HmiyD2TTLFNqkNe,23.47,21.84,0.00
5/22/20 1:15,4135001,HmiyD2TTLFNqkNe,23.53,22.24,0.00
5/22/20 1:30,4135001,HmiyD2TTLFNqkNe,23.54,22.08,0.00
5/22/20 1:45,4135001,HmiyD2TTLFNqkNe,23.49,22.24,0.00
5/22/20 2:00,4135001,HmiyD2TTLFNqkNe,23.44,22.39,0.00
5/22/20 2:15,4135001,HmiyD2TTLFNqkNe,23.45,22.46,0.00
5/22/20 2:30,4135001,HmiyD2TTLFNqkNe,23.41,22.29,0.00
5/22/20 2:45,4135001,HmiyD2TTLFNqkNe,23.41,22.12,0.00
5/22/20 3:00,4135001,HmiyD2TTLFNqkNe,23.30,21.84,0.00
5/22/20 3:15,4135001,HmiyD2TTLFNqkNe,23.08,21.35,0.00
5/22/20 3:30,4135001,HmiyD2TTLFNqkNe,23.08,21.29,0.00
5/22/20 3:45,4135001,HmiyD2TTLFNqkNe,23.01,21.33,0.00
5/22/20 4:00,4135001,HmiyD2TTLFNqkNe,22.94,21.27,0.00
5/22/20 4:15,4135001,HmiyD2TTLFNqkNe,23.02,21.39,0.00
5/22/20 4:30,4135001,HmiyD2TTLFNqkNe,22.98,21.45,0.00
5/22/20 4:45,4135001,HmiyD2TTLFNqkNe,22.94,21.42,0.00
5/22/20 5:00,4135001,HmiyD2TTLFNqkNe,22.91,21.40,0.00
5/22/20 5:15,4135001,HmiyD2TTLFNqkNe,22.86,21.45,0.00
5/22/20 5:30,4135001,HmiyD2TTLFNqkNe,22.82,21.41,0.00
5/22/20 5:45,4135001,HmiyD2TTLFNqkNe,22.80,21.34,0.00
5/22/20 6:00,4135001,HmiyD2TTLFNqkNe,22.82,21.61,0.02
5/22/20 6:15,4135001,HmiyD2TTLFNqkNe,22.98,22.20,0.04
5/22/20 6:30,4135001,HmiyD2TTLFNqkNe,23.22,22.82,0.06
5/22/20 6:45,4135001,HmiyD2TTLFNqkNe,23.37,23.91,0.09
5/22/20 7:00,4135001,HmiyD2TTLFNqkNe,23.43,24.74,0.11
5/22/20 7:15,4135001,HmiyD2TTLFNqkNe,23.83,28.03,0.28
5/22/20 7:30,4135001,HmiyD2TTLFNqkNe,24.38,32.16,0.36
5/22/20 7:45,4135001,HmiyD2TTLFNqkNe,24.83,33.84,0.35
5/22/20 8:00,4135001,HmiyD2TTLFNqkNe,25.09,35.56,0.39
5/22/20 8:15,4135001,HmiyD2TTLFNqkNe,25.26,37.19,0.36
5/22/20 8:30,4135001,HmiyD2TTLFNqkNe,25.15,32.84,0.19
5/22/20 8:45,4135001,HmiyD2TTLFNqkNe,25.31,32.38,0.27
5/22/20 9:00,4135001,HmiyD2TTLFNqkNe,25.96,35.65,0.37
5/22/20 9:15,4135001,HmiyD2TTLFNqkNe,26.41,37.53,0.39
5/22/20 9:30,4135001,HmiyD2TTLFNqkNe,26.93,39.87,0.44
5/22/20 9:45,4135001,HmiyD2TTLFNqkNe,27.17,39.34,0.38
5/22/20 10:00,4135001,HmiyD2TTLFNqkNe,27.59,42.07,0.54
5/22/20 10:15,4135001,HmiyD2TTLFNqkNe,27.88,42.97,0.64
5/22/20 10:30,4135001,HmiyD2TTLFNqkNe,28.15,44.69,0.42
5/22/20 10:45,4135001,HmiyD2TTLFNqkNe,28.07,42.75,0.71
5/22/20 11:00,4135001,HmiyD2TTLFNqkNe,28.88,50.25,0.61
5/22/20 11:15,4135001,HmiyD2TTLFNqkNe,28.86,44.39,0.55
5/22/20 11:30,4135001,HmiyD2TTLFNqkNe,29.77,52.59,1.00
